No.,사업체고유번호,사업자등록번호,법인등록번호,행정구역분류부호,사업체명,대표자명,소재지_도로명_읍면,소재지_도로명_도로명,소재지_도로명_본번,소재지_도로명_부번,소재지_도로명_빌딩명,소재지_도로명_빌딩동,소재지_도로명_빌딩층,소재지_도로명_빌딩호,소재지_도로명_도로명코드,소재지_도로명_우편번호,소재지_지번_읍면동,소재지_지번_리,소재지_지번_번지,소재지_지번_호,소재지_지번_통,소재지_지번_반,소재지_지번_공단,소재지_지번_블록,소재지_지번_로트,광역,상세주소,Latitude,Longitude,좌표_위도,좌표_경도,업종대분류_임시,업종중분류_임시,전화번호_지역번호,전화번호_국번호,전화번호_일련번호,주요_16개_도/시_전화번호,TEL,HP,팩스번호,산업분류_표준산업분류대분류,산업분류_표준산업분류중분류,산업분류_표준산업분류소분류,산업분류_표준산업분류세분류,산업분류_표준산업분류세세분류,산업분류_자체업종코드,조직형태,사업체구분,종사자수_2022,종사자수_2023,종사자수_2024,설립일자_연,설립일자_월,설립일자_일,설립일자_개업일,설립일자_인허가일,홈페이지,제품_주생산품,제품_판매방식,재무2021_매출액(국내),재무2021_매출액(해외),재무2022_회계연도,재무2022_결산월,재무2022_매출액,재무2022_매출액(국내),재무2022_매출액(해외),재무2022_순이익,재무2022_자본금,재무2022_영업이익,합계2022_자산,합계2022_자본,합계2022_부채,재무2023_자본,재무2023_부채,재무2023_매출,재무2023_수출,재무2023_연구개발,재무2023_매출액(국내),재무2023_매출액(해외),대표중견기업,저작권,이메일,기업상장,특허_국내,특허_해외,회사규모,R&D조직형태,벤처기업지정,SW사업자등록,출처,수집년도,latitude,longitude
277433,,,,,울주청천(주),정영화,,,,,,,,,,우) 44936,,,,,,,,,,울산,울주군 언양읍 구수길 43-66 (구수리) 언양수질개선사업소내,35.5434575,129.1573182,,,,,,,,,027397457,,27397487.0,,"하수, 폐수 및 분뇨 처리업",,,37011.0,,외감,,2.0,,,2010.0,4.0,19.0,,,,"하수관거정비 민간부문울산광역시하수관거시설의건설,등운영과사업시행을위한",,,,2020.0,,3701.0,,,,,,80903.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
280535,,,,,(주)금성백조건설,"정대식,정화영",,,,,,,,,,우) 30128,,,,,,,,,,세종,"나성동 르네상스 제1동 708호, 709호",,,,,,,,,,,0426309443,,426346932.0,,종합 건설업,,,41220.0,,외감,,82.0,,,1992.0,12.0,30.0,,,,도로공사 도서관증축공사 강당증축공사 관공서건축공사 토목공사업 택지조성공사업 건축공사업 주택건설업,,,,2020.0,,217289.0,,,,,,325735.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
280626,,,,,(주)꿀맛푸드농업회사법인,윤여홍,,,,,,,,,,우) 30073,,,,,,,,,,세종,"부강면 문곡달미길 33, 981-4",36.5263919,127.385805,,,,,,,,,0425430546,,,,식료품 제조업,,,10129.0,,일반,,11.0,,,2016.0,8.0,25.0,,,,축산물 가공,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
281558,,,,,(주)세림정보,전성희,,,,,,,,,,,,,,,,,,,,세종,"도움8로 7, 112호 113호",36.5062957,127.2676134,,,,,,,,,0448652010,,448684802.0,,도매 및 상품 중개업,,,,,일반,,1.0,,,2015.0,5.0,6.0,,,,통신장비(전화기) 도소매,,,,2016.0,,927.0,,,,,,196.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281609,,,,,(주)아이티세라믹,김기성,,,,,,,,,,우) 30083,,,,,,,,,,세종,"금남면 발산1길 49, 225-4",36.4555956,127.284645,,,,,,,,,0448626083,,448667211.0,,도매 및 상품 중개업,,,46699.0,,일반,,3.0,,,2012.0,1.0,19.0,,,,"정보통신공사,무선 통신기기 제조,도소매",,,,2016.0,,775.0,,,,,,882.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281196,,,,,(주)영앤아이,송경영,,,,,,,,,,우) 30031,,,,,,,,,,세종,"조치원읍 대첩로 75, 501-비호",36.5946418,127.2878382,,,,,,,,,0428222658,,448620356.0,,부동산업,,,68112.0,,일반,,2.0,,,2002.0,3.0,19.0,,,,상가건설 건물 시행 임대 건축공사 아파트공사,,,,2020.0,,802.0,,,,,,8884.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
281642,,3078145829.0,,,(주)왕관일,강희연,,,,,,,,,,우) 30146,,,,,,,,,,세종,"한누리대로 1820, 314-2호(반곡동, 왕관빌딩)",36.4944785,127.3097971,,,,,,,,,0448686218,,448686219.0,부동산업,부동산업,,,68122.0,,외감,,3.0,,,2014.0,6.0,17.0,,,www.wg-building.com/,,,,,2020.0,12.0,8823.0,,,17.0,30.0,1334.0,33121.0,542.0,32579.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281079,,,,,(주)원창기업,"서장호,서미애",,,,,,,,,,,,,,,,,,,,세종,전의면 관정리전의2일반산업단지 10블럭,36.7049722,127.2101108,,,,,,,,,0418662615,,418669840.0,,기타 기계 및 장비 제조업,,,29294.0,,일반,,,,,2006.0,2.0,1.0,,,,차단기 부품 기타 플라스틱제품,,,,2017.0,,8575.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
281086,,,,,(주)창성,황혁,,,,,,,,,,우) 30005,,,,,,,,,,세종,전의면 유천리 305번지,36.6872544,127.1719514,,,,,,,,,0448632874,,448627177.0,,고무 및 플라스틱제품 제조업,,,22211.0,,일반,,32.0,,,1985.0,7.0,1.0,,,,"PVC샤시,PVC발포사각바,정밀기계,엔지니어링플라스틱성형 제조,도매,무역",,,,2018.0,,5351.0,,,,,,5251.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
280551,,,,,(주)태웅,송치운,,,,,,,,,,,,,,,,,,,,세종,"나송북로 21, 109호(나성동, 센트럴타워)",36.4898147,127.258937,,,,,,,,,0448685959,,,,,,,,,외감,,,,,2017.0,11.0,7.0,,,,,,,,2020.0,,-1130.0,,,,,,18370.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
281774,,,,,금륭투수개발(주),김봉갑,,,,,,,,,,우) 30034,,,,,,,,,,세종,"조치원읍 충현로 28, 401-2호",36.5916088,127.2991313,,,,,,,,,0445551103,,445551179.0,,전문직별 공사업,,,42134.0,,일반,,8.0,,,1998.0,2.0,1.0,,,,"포장공사,특수성 콘크리트 제조",,,,2015.0,,2326.0,,,,,,2334.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281793,,,,,다솜푸드(주),최동민,,,,,,,,,,,,,,,,,,,,세종,소정면 운당양촌불당골길 26,36.7144252,127.1690132,,,,,,,,,0448633593,,448623594.0,,식료품 제조업,,,10129.0,,일반,,15.0,,,2013.0,11.0,22.0,,,,"육류 가공,축산물 포장처리,육계 도소매",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281392,,,,,미래뷰개발(주),김준민,,,,,,,,,,우) 30130,,,,,,,,,,세종,"한누리대로 157 (나성동, 금강프라자) 306",36.4791529,127.2624012,,,,,,,,,0424862152,,424862152.0,,부동산업,,,68122.0,,외감,,1.0,,,2014.0,6.0,13.0,,,www.fineconst.co.kr,"부동산 개발,공급,임대",,,,2020.0,,9011.0,,,,,,2559.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
281839,,3078135786.0,,,세종개발(주),정용원,,,,,,,,,,,,,,,,,,,,세종,"연기면 정안세종로 1569 (산울리, 건설공제조합세종필드골프클럽)",36.5357882,127.2541377,,,,,,,,,0448615678,,448615519.0,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,,,91121.0,,외감,,17.0,,,2011.0,12.0,22.0,,,www.sejonggc.com,,,,,2020.0,12.0,14763.0,,,5186.0,5000.0,6468.0,14887.0,12377.0,2510.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
281847,,,,,세종아이에스(주),박상열,,,,,,,,,,우) 30151,,,,,,,,,,세종,"한누리대로 2150, 803B호",36.478506,127.2873756,,,,,,,,,0448654014,,448650149.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72924.0,,일반,,8.0,,,2018.0,11.0,2.0,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
280814,,,,,용마산업(주),박동수,,,,,,,,,,우) 30060,,,,,,,,,,세종,연기면 원수산로 155,36.5160372,127.2920509,,,,,,,,,0448665020,,448665024.0,,비금속 광물제품 제조업,,,23322.0,,일반,,13.0,,,2000.0,2.0,22.0,,,,"레미콘,아스콘,주상복합건물임대",,,,2011.0,,13379.0,,,,,,7256.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
280451,,,,,한백건설정보(주),송주영,,,,,,,,,,우) 30128,,,,,,,,,,세종,"국세청로 4, 412-2호",36.4859085,127.2588849,,,,,,,,,07076066337,,7076144037.0,,정보서비스업,,,63991.0,,일반,,2.0,,,2014.0,8.0,14.0,,,www.whobuilds.kr,,,,,2020.0,,106.0,,,,,,125.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
392035,,,,,(자)에스에이치해양수산개발,우미화,,,,,,,,,,우) 25626,,,,,,,,,,강원,강릉시 강동면 갯목길 69,37.7377742,128.9847115,,,,,,,,,0336441974,,336442614.0,,도매 및 상품 중개업,,,46310.0,,일반,,5.0,,,2001.0,8.0,25.0,,,,광어 묘목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
388191,,,,,(자)한솔창호,최상기,,,,,,,,,,우) 26310,,,,,,,,,,강원,원주시 소초면 흥양리 241-1,37.3643678,128.0053524,,,,,,,,,0337478238,,337468238.0,,고무 및 플라스틱제품 제조업,,,22220.0,,일반,,6.0,,,2008.0,5.0,23.0,,,,플라스틱창호새시 기타건축용플라스틱조립제품제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
387887,,,,,(주)LF스퀘어씨사이드,정준무,,,,,,,,,,우) 25026,,,,,,,,,,강원,"양양군 양양읍 임천1길 26-3(서문리, 코아루아파트)101동 1601호",38.0703238,128.6144473,,,,,,,,,0267102721,,,,부동산업,,,68112.0,,외감,,1.0,,,2017.0,6.0,20.0,,,,,,,,,,,,,,,,21326.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
392093,,,,,(주)강릉농산물도매시장,한창운,,,,,,,,,,우) 25612,,,,,,,,,,강원,강릉시 유산동 160번지,37.7379984,128.9180419,,,,,,,,,0336464654,,336464860.0,,도매 및 상품 중개업,,,46310.0,,일반,,15.0,,,1999.0,11.0,1.0,,,www.gnns.co.kr,과일 채소 청과류 도매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392278,,,,,(주)나마트,문숙자,,,,,,,,,,,,,,,,,,,,강원,원주시 단구동 145-3-10,37.3265172,127.9601478,,,,,,,,,0337654403,,337654407.0,,전문직별 공사업,,,42492.0,,일반,,6.0,,,2006.0,2.0,15.0,,,www.namat.kr,"금속구조물공사,스텐레스(연설조회대,세면대) 제조",,,,2016.0,,1924.0,,,,,,1450.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392297,,,,,(주)네모컬처스,김완,,,,,,,,,,,,,,,,,,,,강원,춘천시 서면 박사로 창작개발센터 B105호,37.8949844,127.6916424,,,,,,,,,07087324375,,30331304375.0,,,,,,,일반,,3.0,,,,,,,,www.nemocultures.com,"영상콘텐츠(광고영상,홍보영상,기록영상,영화,뮤직비디오,인터넷생중계) 제작",,,,,,2015.0,,,219.0,,,,,,,,,,,,,,영화,,,,,,,,,조사모집단통합자료,2022,,
390188,,,,,(주)동서고속관광,조인구,,,,,,,,,,우) 24210,,,,,,,,,,강원,춘천시 동면 소양강로 310,37.9134766,127.763809,,,,,,,,,0332436665,,332436664.0,,육상 운송 및 파이프라인 운송업,,,49232.0,,일반,,12.0,,,2007.0,6.0,3.0,,,,전세버스 운송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
391713,,,,,(주)두콩양행,이지원,,,,,,,,,,,,,,,,,,,,강원,횡성군 횡성읍 청룡3길 15,37.4906331,127.9958514,,,,,,,,,0317046070,,317046117.0,,식료품 제조업,,,10302.0,,일반,,45.0,,,1989.0,7.0,15.0,,,www.dukong.com,건표고버섯 건조김치 김치 및 채소절임식품 제조업 김치 및 유사 채소절임식품 제조업 무역업 물품매도확약서 발행업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
390196,,,,,(주)드림테크,임진섭,,,,,,,,,,우) 24427,,,,,,,,,,강원,춘천시 퇴계공단1길 56 2층,37.8449718,127.7388624,,,,,,,,,03316614110,,332564112.0,,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,26420.0,,일반,,18.0,,,2010.0,9.0,2.0,,,www.mydreamtech.co.kr,"정보통신공사,라디오,전축,앰프,안테나,텔레비전,수상기 제조,응용소프트웨어,네트워크 개발,공급",,,,2020.0,,6559.0,,,,,,2636.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
392542,,1068627198.0,,,(주)라셋파트너스,"박호용,박재성",,,,,,,,,,우) 25947,,,,,,,,,,강원,삼척시 도계읍 도계강변1길 41-2 3층,37.2388773,129.0450492,,,,,,,,,0335410654,,7042755906.0,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,,,74100.0,,외감,,112.0,,,2004.0,3.0,26.0,,,www.bldgbank.com/,부동산관리 청소 용역 스포츠센타 운영 건물 관리,,,,2020.0,,13341.0,,,225.0,1000.0,-1433.0,5568.0,2369.0,3199.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392623,,,,,(주)미래건축,김재군,,,,,,,,,,우) 26044,,,,,,,,,,강원,태백시 사배리길 4,37.1256094,129.0029401,,,,,,,,,0335536531,,335531882.0,,종합 건설업,,,41110.0,,일반,,5.0,,,2013.0,5.0,21.0,,,,"주거용건물공사,토목공사,시설관리,청소용역",,,,2020.0,,437.0,,,,,,230.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
390242,,,,,(주)바이오닉스,김대성,,,,,,,,,,,,,,,,,,,,강원,춘천시 신북읍 신북로 31-14 춘천벤처 2공장 103호 201호,37.9475161,127.7455737,,,,,,,,,0332559041,,332419049.0,,"의료, 정밀, 광학 기기 및 시계 제조업",,,27112.0,,일반,,15.0,,,2004.0,2.0,27.0,,,www.ebionics.co.kr,심전계 외 환자 및 태아 감시장치 심전계 환자감시장치 태아감시장치 분만감시장치 심전계 방사선장치(환자감시장치 태아감시장치 심전도진단기기) 의료기기 제조,,,,2018.0,,1562.0,,,,,,5034.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
392671,,,,,(주)베스트공조,김대호,,,,,,,,,,우) 25563,,,,,,,,,,강원,"강릉시 경강로 2368, 3층",37.7702901,128.9201204,,,,,,,,,0336556888,,336536887.0,,전문직별 공사업,,,42201.0,,일반,,5.0,,,2009.0,8.0,1.0,,,,"에어컨,냉난방기기계설비공사,냉난방기 도소매",,,,2015.0,,1777.0,,,,,,427.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392725,,6138127032.0,,,(주)산돌식품,이호성,,,,,,,,,,,,,,,,,,,,강원,홍천군 홍천읍 상오만리 126-1,37.6584282,127.8251777,,,,,,,,,0334351010,,334351459.0,제조업,식료품 제조업,,,10620.0,,외감,,96.0,,,2001.0,12.0,18.0,,,www.sandolfood.co.kr,생칼국수 냉면 떡볶이떡 떡국떡 전분 사료 면류 제조,,,,2020.0,12.0,17756.0,,,268.0,1700.0,853.0,10860.0,1844.0,9016.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392776,,,,,(주)상원이앤씨,이경숙,,,,,,,,,,우) 26398,,,,,,,,,,강원,원주시 판부면 남원로 271,37.3146451,127.9338379,,,,,,,,,0337446579,,632475012.0,,전문직별 공사업,,,42420.0,,일반,,8.0,,,2005.0,3.0,8.0,,,,"전기공사업,금속창호공사업",,,,2014.0,,1128.0,,,,,,2119.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392866,,,,,(주)세원상사,이민세,,,,,,,,,,,,,,,,,,,,강원,철원군 김화읍 청량리 2879,38.2685865,127.4100482,,,,,,,,,0334587897,,334587685.0,,섬유제품 제조업; 의복 제외,,,13104.0,,일반,,28.0,,,1996.0,8.0,1.0,,,www.senselon.com,인조가발사 인조가발사 가발 및 유사 장신용품 제조업 인조가발사 인조가발사 제조,,,,2020.0,,6912.0,,,,,,9771.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
392883,,,,,(주)솔모루,강경훈,,,,,,,,,,우) 24032,,,,,,,,,,강원,철원군 갈말읍 갈말로 32-40,38.1618543,127.3077748,,,,,,,,,0334521452,,334527452.0,,식료품 제조업,,,10129.0,,일반,,3.0,,,2000.0,9.0,1.0,,,www.solmoroo.co.kr,사골곰국 사골곰국 식품제조 및 가공 판매업 식품기계제작 및 판매업 부동산 임대업 도소매 및 부수되는 용역업,,,,2014.0,,1595.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
386476,,,,,(주)써모텍,김인태,,,,,,,,,,,,,,,,,,,,강원,강릉시 대전동 1번지 강릉과학산업단지 내 가-4-3 블럭,37.7957919,128.8535305,,,,,,,,,0336550783,,336550786.0,,기타 기계 및 장비 제조업,,,29150.0,,일반,,11.0,,,2001.0,10.0,13.0,,,www.cermo.co.kr,전기로 진공로 CVD 박막용장비 전기로 및 주변기기 제조 판매업 컨트롤러 및 온도기록계 등 제조판매업 측정기기 및 실험기기 제조판매업 진공로 전기로 관련 측정장비 열분석기기 제조 및 도소매,,,,2015.0,,308.0,,,,,,2223.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
390434,,,,,(주)에코비즈넷,조정섭,,,,,,,,,,우) 24232,,,,,,,,,,강원,"춘천시 소양강로 56, 4-1,4-2",37.8933074,127.7457929,,,,,,,,,0332586400,,332586405.0,,의료용 물질 및 의약품 제조업,,,21102.0,,일반,,15.0,,,2000.0,4.0,15.0,,,www.ecobiznet.com,추출제외) 사료(비타민제 수처리 광합성세균균주 환경경영시스템구축 환경진단 환경엔지니어링 경영 상담,,,,2020.0,,2710.0,,,,,,3500.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
390496,,,,,(주)월드케미칼,박재희,,,,,,,,,,우) 24410,,,,,,,,,,강원,춘천시 동산면 원무동 길 85-5,37.7637986,127.7871296,,,,,,,,,0332564884,,332444884.0,,고무 및 플라스틱제품 제조업,,,22211.0,,일반,,27.0,,,2006.0,4.0,24.0,,,okunion.co.kr,폴리에틸렌상하수도관 상하수도파이프(PE파이프) 제조,,,,2020.0,,3857.0,,,,,,5678.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
393261,,,,,(주)육림연탄,심병석,,,,,,,,,,,,,,,,,,,,강원,춘천시 근화동 36블럭 1로트,37.8846917,127.7146857,,,,,,,,,0332550700,,332532188.0,,"코크스, 연탄 및 석유정제품 제조업",,,19102.0,,일반,,12.0,,,1985.0,3.0,1.0,,,,연탄 토지임대 연탄 제조업 부동산업 연탄 제조 및 도소매 부동산(점포) 임대,,,,2017.0,,2438.0,,,,,,4434.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
393273,,2218116466.0,,,(주)이뮨메드,안병옥,,,,,,,,,,우) 24232,,,,,,,,,,강원,"춘천시 소양강로 32, 2-2호",37.892294,127.7435064,,,,,,,,,0332586551,,332586553.0,제조업,의료용 물질 및 의약품 제조업,,,21102.0,,외감,,56.0,,,2000.0,5.0,10.0,,,www.immunemed.co.kr,급성열성질환 진단키트 백신 의학 및 약학 연구 개발업 의료연구및개발,,,,2020.0,12.0,320.0,,,-17651.0,1242.0,-12664.0,9249.0,-47989.0,57237.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
389929,,,,,(주)초가,이창호,,,,,,,,,,,,,,,,,,,,강원,철원군 김화읍 청량리 2889,38.2685865,127.4100482,,,,,,,,,0334587676,,334588381.0,,음료 제조업,,,11111.0,,일반,,2.0,,,2005.0,8.0,8.0,,,www.choga.co.kr,막걸리 농주 음료 및 담배 도매업,,,,2016.0,,332.0,,,,,,1726.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
393511,,,,,(주)춘천주류합동,서영희,,,,,,,,,,우) 24246,,,,,,,,,,강원,춘천시 근화동 748-13번지,37.8773522,127.7118754,,,,,,,,,0332544707,,332570811.0,,도매 및 상품 중개업,,,46331.0,,일반,,18.0,,,1977.0,7.0,1.0,,,,주류 주류 도매업,,,,2020.0,,3622.0,,,,,,4220.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
393543,,,,,(주)코주부프레쉬쿡,김동겸,,,,,,,,,,우) 26150,,,,,,,,,,강원,"정선군 사북읍 사북7길 6, 3층",37.2275887,128.8225319,,,,,,,,,0335914155,,335914118.0,,음식점 및 주점업,,,56130.0,,일반,,10.0,,,2000.0,1.0,1.0,,,,"구내식당(단체급식),시설물유지관리,주차관리,경비용역,인력관리대행,소프트웨어 개발",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
393638,,2248129354.0,,,(주)플로닉스,이상선,,,,,,,,,,,,,,,,,,,,강원,원주시 호저면 광학로 561-11,37.4575637,127.9347845,,,,,,,,,0337313550,,337313559.0,제조업,기타 기계 및 장비 제조업,,,29133.0,,외감,,90.0,,,2003.0,7.0,29.0,,,www.fluonics.com,"PFA LINED DIA'밸브 PFA LINED BALL밸브 다이아프램밸브 볼밸브 피팅 PTFE파이프 탭,밸브 및 유사장치 제조업 반도체장비,자동차부품 반도체장비 부품 제조",,,,2020.0,12.0,12404.0,,,487.0,200.0,334.0,27105.0,6419.0,20686.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
389115,,,,,(주)형제,임태순,,,,,,,,,,우) 26408,,,,,,,,,,강원,"원주시 봉화로 148, 505-4",37.3576655,127.9288074,,,,,,,,,0337430900,,,,자동차 및 부품 판매업,,,45219.0,,일반,,,,,2014.0,11.0,1.0,,,,,,,,2018.0,,4748.0,,,,,,3306.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
386698,,,,,(주)황도,고남철,,,,,,,,,,우) 25430,,,,,,,,,,강원,강릉시 연곡면 연주로 150-11,37.8701657,128.8392442,,,,,,,,,0336625236,,,,식료품 제조업,,,10211.0,,일반,,27.0,,,2010.0,3.0,5.0,,,,"건어물(조미오징어),수산물 제조,도소매",,,,2020.0,,7861.0,,,,,,7074.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
393816,,,,,(주)횡성테마랜드,박복래,,,,,,,,,,우) 25249,,,,,,,,,,강원,횡성군 우천면 한우로두곡4길 50,37.4782336,128.0403624,,,,,,,,,0333455691,,333455508.0,,"창작, 예술 및 여가관련 서비스업",,,90190.0,,일반,,9.0,,,2004.0,8.0,10.0,,,www.hsthemeland.com,이벤트 문화행사 주최 기타 산업용 기계장비 임대업 이벤트 문화행사 주최,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
393878,,2268127518.0,,,강원풍력발전(주),이규환,,,,,,,,,,우) 25341,,,,,,,,,,강원,평창군 대관령면 꽃밭양지길 688-206,37.7363285,128.7258541,,,,,,,,,15448302,,15448305.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",,,35119.0,,외감,,11.0,,,2002.0,10.0,1.0,,,www.gawip.co.kr,풍력발전 대관령 소재 200㎿급 풍력발전소 개발 설계 풍력발전 전기 위항의 자금조달 건설 관리 및 운영 전항에 규정한 사업에 수반하는 일체의 사업,,,,2020.0,12.0,23350.0,,,7468.0,37862.0,10076.0,77342.0,75957.0,1385.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
393925,,,,,고한사북남면청년주민(주),이성순,,,,,,,,,,우) 26150,,,,,,,,,,강원,"정선군 사북읍 사북7길 6, 2층",37.2275887,128.8225319,,,,,,,,,0335919997,,335919998.0,,사업 지원 서비스업,,,75310.0,,일반,,2.0,,,2009.0,5.0,4.0,,,,"경호,경비,청소,건물관리,통신,주차관리용역,행사 대행,대리운전,잡화 도소매",,,,2020.0,,4733.0,,,,,,1447.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
387049,,,,,국도건설(주),주재국,,,,,,,,,,우) 24764,,,,,,,,,,강원,고성군 토성면 천진7길 14,38.2577646,128.5563932,,,,,,,,,0336368804,,336368805.0,,전문직별 공사업,,,42130.0,,일반,,5.0,,,1998.0,9.0,1.0,,,,"철근콘크리트공사 상하수도공사 상하수도설비공사,철근콘크리트공사 토공사업 철근콘크리트 공사업 상하수도 설비 공사업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
394004,,,,,농업회사법인린디미방(주),박연우,,,,,,,,,,우) 24621,,,,,,,,,,강원,인제군 북면 원통리 782번지,38.1323492,128.2292072,,,,,,,,,0334630011,,334639012.0,,식료품 제조업,,,10302.0,,일반,,34.0,,,2011.0,8.0,25.0,,,,"가공식품,소분(절임식품) 도매,과실,채소 절임식품 제조",,,,2017.0,,2330.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
394005,,,,,농업회사법인목촌미트플러스(주),장기수,,,,,,,,,,우) 25619,,,,,,,,,,강원,"강릉시 월호평길 88-12, ,234-2",37.7445471,128.9394383,,,,,,,,,0336510730,,336530730.0,,도매 및 상품 중개업,,,46313.0,,일반,,,,,2017.0,1.0,1.0,,,,,,,,2020.0,,3266.0,,,,,,1220.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
394009,,,,,농업회사법인봉산식품(주),장재식,,,,,,,,,,우) 24624,,,,,,,,,,강원,"인제군 인제읍 인제로112번길 36-30, 1층",38.0614674,128.165994,,,,,,,,,0334611222,,334610533.0,,식료품 제조업,,,10302.0,,일반,,11.0,,,1990.0,6.0,1.0,,,,"김치 절임식품 외 김치 절임식품 외 김치,절임식품 외",,,,2017.0,,2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
390855,,,,,맥도관광(주),김성규,,,,,,,,,,우) 24239,,,,,,,,,,강원,춘천시 삼천동 469번지,37.8729351,127.6972468,,,,,,,,,0332422805,,,,수상 운송업,,,50201.0,,일반,,9.0,,,1995.0,12.0,15.0,,,,내륙 수상 여객 운송업 내륙 수상 여객 운송업 내륙 수상 여객 운송업,,,,2012.0,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
394233,,,,,문막운수(주),고광석,,,,,,,,,,우) 26365,,,,,,,,,,강원,원주시 문막읍 동화리 529-1,37.3252215,127.8421392,,,,,,,,,0337352828,,337352827.0,,육상 운송 및 파이프라인 운송업,,,49310.0,,일반,,9.0,,,2000.0,4.0,1.0,,,,화물운송 일반 화물자동차 운송업 화물 화물자동차 운송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
